,Sentence #,Word,POS,Tag
4573,274,artery,NOUN,O
4574,274,disease,NOUN,O
4575,274,admitted,VERB,O
4576,274,preop,NOUN,O
4577,274,for,ADP,O
4578,274,transition,NOUN,O
4579,274,fro,ADP,O
4580,274,Coumadin,PROPN,O
4581,274,to,ADP,O
4582,274,Heparin,PROPN,O
4583,274,.,PUNCT,O
4584,275,The,DET,O
4585,275,patient,NOUN,O
4586,275,denied,VERB,O
4587,275,angina,ADJ,O
4588,275,",",PUNCT,O
4589,275,syncope,NOUN,O
4590,275,",",PUNCT,O
4591,275,preceding,VERB,O
4592,275,worsening,VERB,O
4593,275,orthopnea,ADJ,O
4594,275,",",PUNCT,O
4595,275,paroxysmal,ADJ,O
4596,275,nocturnal,ADJ,O
4597,275,dyspnea,NOUN,O
4598,275,",",PUNCT,O
4599,275,palpitations,NOUN,O
4600,275,",",PUNCT,O
4601,275,chest,NOUN,O
4602,275,pain,NOUN,O
4603,275,",",PUNCT,O
4604,275,hematemesis,NOUN,O
4605,275,or,CCONJ,O
4606,275,melena,NOUN,O
4607,275,.,PUNCT,O
4608,276,ABDOMENAL,PROPN,O
4609,276,PAIN,PROPN,O
4610,276,AND,CCONJ,O
4611,276,NAUSEA,NOUN,O
4612,277,These,DET,B
4613,277,bacteria,NOUN,I
4614,277,turned,VERB,O
4615,277,out,ADP,O
4616,277,to,PART,O
4617,277,be,VERB,O
4618,277,MRSA,PROPN,O
4619,277,and,CCONJ,O
4620,277,she,PRON,O
4621,277,was,AUX,O
4622,277,continued,VERB,O
4623,277,on,ADP,O
4624,277,her,PRON,B
4625,277,vancomycin,PROPN,I
4626,277,.,PUNCT,O
4627,279,General,ADJ,B
4628,279,exam,NOUN,I
4629,279,at,ADP,O
4630,279,the,DET,O
4631,279,time,NOUN,O
4632,279,was,AUX,O
4633,279,notable,ADJ,O
4634,279,for,ADP,O
4635,279,pale,ADJ,O
4636,279,mucous,ADJ,O
4637,279,membranes,NOUN,O
4638,279,",",PUNCT,O
4639,279,left,VERB,O
4640,279,lateral,ADJ,O
4641,279,eye,NOUN,O
4642,279,deviation,NOUN,O
4643,279,",",PUNCT,O
4644,279,clear,ADJ,O
4645,279,lungs,NOUN,O
4646,279,",",PUNCT,O
4647,279,02-Jun,NUM,O
4648,279,holosystolic,ADJ,O
4649,279,murmur,NOUN,O
4650,279,",",PUNCT,O
4651,279,best,ADV,O
4652,279,heard,VERB,O
4653,279,at,ADP,O
4654,279,the,DET,O
4655,279,apex,ADJ,O
4656,279,",",PUNCT,O
4657,279,abdomen,NOUN,O
4658,279,was,AUX,O
4659,279,mildly,ADV,B
4660,279,distended,VERB,I
4661,279,but,CCONJ,O
4662,279,was,VERB,O
4663,279,soft,ADJ,O
4664,279,and,CCONJ,O
4665,279,nontender,NOUN,O
4666,279,and,CCONJ,O
4667,279,his,PRON,O
4668,279,extremities,NOUN,O
4669,279,were,VERB,O
4670,279,without,ADP,O
4671,279,edema,NOUN,O
4672,279,and,CCONJ,O
4673,279,skin,NOUN,O
4674,279,without,ADP,O
4675,279,any,DET,O
4676,279,rashes,NOUN,O
4677,279,.,PUNCT,O
4678,281,without,ADP,O
4679,281,clubbing,VERB,O
4680,281,",",PUNCT,O
4681,281,claudication,NOUN,O
4682,281,",",PUNCT,O
4683,281,or,CCONJ,O
4684,281,edema,NOUN,O
4685,281,.,PUNCT,O
4686,282,There,PRON,O
4687,282,were,AUX,O
4688,282,also,ADV,O
4689,282,runs,NOUN,O
4690,282,of,ADP,O
4691,282,ventricular,ADJ,O
4692,282,tachycardia,NOUN,O
4693,282,which,DET,O
4694,282,generated,VERB,O
4695,282,into,ADP,O
4696,282,ventricular,ADJ,B
4697,282,fibrillation,NOUN,I
4698,282,that,DET,O
4699,282,was,VERB,O
4700,282,refractory,ADJ,O
4701,282,to,ADP,O
4702,282,multiple,ADJ,B
4703,282,cardioversions,NOUN,I
4704,282,.,PUNCT,O
4705,283,Intermittent,ADJ,O
4706,283,grunting,VERB,O
4707,283,",",PUNCT,O
4708,283,moderate,ADJ,O
4709,283,intercostal,ADJ,O
4710,283,retractions,NOUN,O
4711,283,",",PUNCT,O
4712,283,diminished,VERB,O
4713,283,air,NOUN,O
4714,283,entry,NOUN,O
4715,283,",",PUNCT,O
4716,283,regular,ADJ,O
4717,283,rate,NOUN,O
4718,283,and,CCONJ,O
4719,283,rhythm,NOUN,O
4720,283,without,ADP,O
4721,283,murmur,ADJ,O
4722,283,",",PUNCT,O
4723,283,2+,NUM,O
4724,283,femoral,ADJ,O
4725,283,pulses,NOUN,O
4726,283,.,PUNCT,O
4727,284,Multiple,ADJ,B
4728,284,wires,NOUN,I
4729,284,were,AUX,O
4730,284,used,VERB,O
4731,284,to,PART,O
4732,284,attempt,VERB,O
4733,284,to,PART,O
4734,284,cross,VERB,O
4735,284,the,DET,B
4736,284,total,ADJ,I
4737,284,occlusion,NOUN,I
4738,284,",",PUNCT,O
4739,284,but,CCONJ,O
4740,284,were,VERB,O
4741,284,ultimately,ADV,O
4742,284,unsuccessful,ADJ,O
4743,284,.,PUNCT,O
4744,286,She,PRON,O
4745,286,had,VERB,O
4746,286,post-infarction,NOUN,B
4747,286,angina,ADJ,I
4748,286,",",PUNCT,O
4749,286,was,AUX,O
4750,286,transferred,VERB,O
4751,286,here,ADV,O
4752,286,for,ADP,O
4753,286,angiography,NOUN,O
4754,286,and,CCONJ,O
4755,286,possible,ADJ,O
4756,286,percutaneous,ADJ,B
4757,286,transluminal,ADJ,I
4758,286,coronary,ADJ,I
4759,286,angioplasty,NOUN,I
4760,286,.,PUNCT,O
4761,287,In,ADP,O
4762,287,the,DET,O
4763,287,emergency,NOUN,O
4764,287,room,NOUN,O
4765,287,",",PUNCT,O
4766,287,vitals,NOUN,O
4767,287,were,AUX,O
4768,287,temperature,NOUN,O
4769,287,96.4,NUM,O
4770,287,",",PUNCT,O
4771,287,pulse,NOUN,O
4772,287,40-50,NUM,O
4773,287,",",PUNCT,O
4774,287,blood,NOUN,O
4775,287,pressure,NOUN,O
4776,287,154-58,NUM,O
4777,287,",",PUNCT,O
4778,287,satting,VERB,O
4779,287,86%,NUM,O
4780,287,on,ADP,O
4781,287,room,NOUN,O
4782,287,air,NOUN,O
4783,287,",",PUNCT,O
4784,287,99%,NUM,O
4785,287,on,ADP,O
4786,287,3,NUM,O
4787,287,liters,NOUN,O
4788,287,of,ADP,O
4789,287,3,NUM,O
4790,287,liters,NOUN,O
4791,287,cannula,NOUN,O
4792,287,.,PUNCT,O
4793,289,2,X,O
4794,289,Coronary,ADJ,O
4795,289,artery,NOUN,O
4796,289,disease,NOUN,O
4797,289,status,NOUN,O
4798,289,post,NOUN,O
4799,289,NQWMI,PROPN,B
4800,289,Feb-25,NUM,O
4801,289,",",PUNCT,O
4802,289,s/p,ADJ,O
4803,289,LAD,PROPN,O
4804,289,angioplasty,NOUN,O
4805,289,and,CCONJ,O
4806,289,stent,NOUN,O
4807,289,May-26,NOUN,O
4808,289,.,PUNCT,O
4809,289,Known,VERB,B
4810,289,non-dominant,ADJ,I
4811,289,90%,NOUN,I
4812,289,RCA,NOUN,I
4813,289,lesion,NOUN,I
4814,289,not,PART,O
4815,289,intervened,VERB,O
4816,289,upon,SCONJ,O
4817,289,.,PUNCT,O
4818,290,Tidal,ADJ,O
4819,290,volume,NOUN,O
4820,290,is,AUX,O
4821,290,700,NUM,O
4822,290,with,ADP,O
4823,290,a,DET,O
4824,290,rate,NOUN,O
4825,290,of,ADP,O
4826,290,10,NUM,O
4827,290,",",PUNCT,O
4828,290,10,NUM,O
4829,290,of,ADP,O
4830,290,pressure,NOUN,O
4831,290,support,NOUN,O
4832,290,",",PUNCT,O
4833,290,and,CCONJ,O
4834,290,10,NUM,O
4835,290,of,ADP,O
4836,290,PEEP,NOUN,O
4837,290,",",PUNCT,O
4838,290,and,CCONJ,O
4839,290,100%,X,O
4840,290,FiO2,NUM,O
4841,290,",",PUNCT,O
4842,290,satting,VERB,O
4843,290,100%,PRON,O
4844,290,.,PUNCT,O
4845,291,The,DET,O
4846,291,patient,NOUN,O
4847,291,was,AUX,O
4848,291,monitored,VERB,O
4849,291,for,ADP,O
4850,291,symptoms,NOUN,B
4851,291,of,ADP,O
4852,291,Flolan,PROPN,B
4853,291,therapy,NOUN,I
4854,291,including,VERB,O
4855,291,nausea,NOUN,O
4856,291,",",PUNCT,O
4857,291,vomiting,NOUN,O
4858,291,",",PUNCT,O
4859,291,first,ADJ,O
4860,291,bite,NOUN,O
4861,291,jaw,NOUN,O
4862,291,claudication,NOUN,O
4863,291,",",PUNCT,O
4864,291,or,CCONJ,O
4865,291,hypotension,NOUN,O
4866,291,.,PUNCT,O
4867,293,WBC,PROPN,O
4868,293,-,PUNCT,O
4869,293,9.6,NUM,O
4870,293,RBC,PROPN,O
4871,293,-,NUM,O
4872,293,4.02,NUM,O
4873,293,*,PUNCT,O
4874,293,HGB,PROPN,O
4875,293,-,PUNCT,O
4876,293,11.4,NUM,O
4877,293,*,PUNCT,O
4878,293,HCT,PROPN,O
4879,293,-,PUNCT,O
4880,293,36.3,NUM,O
4881,293,MCV,PROPN,O
4882,293,-,PUNCT,O
4883,293,90,NUM,O
4884,293,MCH,PROPN,O
4885,293,-,PUNCT,O
4886,293,28.4,NUM,O
4887,293,MCHC,PROPN,O
4888,293,-,PUNCT,O
4889,293,31.4,NUM,O
4890,293,RDW,PROPN,O
4891,293,-,PUNCT,O
4892,293,17.8,NUM,O
4893,293,*,PUNCT,O
4894,296,She,PRON,O
4895,296,was,AUX,O
4896,296,given,VERB,O
4897,296,lasix,NOUN,O
4898,296,and,CCONJ,O
4899,296,2,NUM,O
4900,296,mg,NOUN,O
4901,296,IV,NOUN,O
4902,296,morphine,NOUN,O
4903,296,at,ADP,O
4904,296,New,PROPN,O
4905,296,England,PROPN,O
4906,296,Sinai,PROPN,O
4907,296,Hospital,PROPN,O
4908,296,&,CCONJ,O
4909,296,Rehab,PROPN,O
4910,296,Center,PROPN,O
4911,296,Rehab,PROPN,O
4912,296,",",PUNCT,O
4913,296,and,CCONJ,O
4914,296,sent,VERB,O
4915,296,to,ADP,O
4916,296,Nantucket,PROPN,O
4917,296,Cottage,PROPN,O
4918,296,Hospital,PROPN,O
4919,296,for,ADP,O
4920,296,further,ADJ,O
4921,296,evaluation,NOUN,O
4922,296,.,PUNCT,O
4923,298,HEENT,PROPN,O
4924,298,:,PUNCT,O
4925,298,Pupils,NOUN,O
4926,298,pinpoint,VERB,O
4927,298,",",PUNCT,O
4928,298,equal,ADJ,O
4929,298,",",PUNCT,O
4930,298,anicteric,ADJ,O
4931,298,",",PUNCT,O
4932,298,normal,ADJ,O
4933,298,conjunctiva,NOUN,O
4934,298,",",PUNCT,O
4935,298,intubated,VERB,O
4936,298,",",PUNCT,O
4937,298,OGT,PROPN,O
4938,298,in,ADP,O
4939,298,place,NOUN,O
4940,298,",",PUNCT,O
4941,298,OMMM,PROPN,O
4942,298,",",PUNCT,O
4943,298,normocephalic,ADJ,O
4944,298,",",PUNCT,O
4945,298,atraumatic,ADJ,O
4946,300,If,SCONJ,O
4947,300,you,PRON,O
4948,300,have,VERB,O
4949,300,any,DET,O
4950,300,further,ADJ,O
4951,300,black,ADJ,O
4952,300,stools,NOUN,O
4953,300,",",PUNCT,O
4954,300,bleeding,VERB,O
4955,300,",",PUNCT,O
4956,300,lightheadedness,NOUN,O
4957,300,or,CCONJ,O
4958,300,any,DET,O
4959,300,other,ADJ,O
4960,300,concerning,VERB,O
4961,300,symptoms,NOUN,O
4962,300,please,INTJ,O
4963,300,contact,VERB,O
4964,300,your,PRON,O
4965,300,PCP,PROPN,O
4966,300,or,CCONJ,O
4967,300,return,VERB,O
4968,300,to,ADP,O
4969,300,the,DET,O
4970,300,emergency,NOUN,O
4971,300,room,NOUN,O
4972,300,.,PUNCT,O
4973,302,However,ADV,O
4974,302,",",PUNCT,O
4975,302,due,ADP,O
4976,302,to,ADP,O
4977,302,the,DET,O
4978,302,absence,NOUN,O
4979,302,of,ADP,O
4980,302,clear,ADJ,O
4981,302,benefit,NOUN,O
4982,302,at,ADP,O
4983,302,this,DET,O
4984,302,level,NOUN,O
4985,302,",",PUNCT,O
4986,302,and,CCONJ,O
4987,302,further,ADJ,B
4988,302,deterioration,NOUN,I
4989,302,in,ADP,I
4990,302,his,PRON,I
4991,302,left,ADJ,I
4992,302,sided,ADJ,I
4993,302,strength,NOUN,I
4994,302,",",PUNCT,O
4995,302,this,DET,O
4996,302,goal,NOUN,O
4997,302,was,AUX,O
4998,302,increased,VERB,O
4999,302,and,CCONJ,O
5000,302,Neo-Synephrine,PROPN,B
5001,302,was,AUX,O
5002,302,added,VERB,O
5003,302,to,ADP,O
5004,302,his,PRON,O
5005,302,regimen,NOUN,O
5006,302,to,PART,O
5007,302,achieve,VERB,O
5008,302,mean,ADJ,O
5009,302,arterial,ADJ,O
5010,302,pressures,NOUN,O
5011,302,in,ADP,O
5012,302,the,DET,O
5013,302,110-120,NUM,O
5014,302,range,NOUN,O
5015,302,.,PUNCT,O
5016,303,There,PRON,O
5017,303,was,AUX,O
5018,303,no,DET,O
5019,303,rash,ADJ,O
5020,303,and,CCONJ,O
5021,303,no,DET,O
5022,303,edema,NOUN,O
5023,303,and,CCONJ,O
5024,303,the,DET,O
5025,303,neurological,ADJ,O
5026,303,examination,NOUN,O
5027,303,was,VERB,O
5028,303,non-focal,ADJ,O
5029,303,.,PUNCT,O
5030,305,White,ADJ,O
5031,305,count,NOUN,O
5032,305,20,NUM,O
5033,305,",",PUNCT,O
5034,305,hematocrit,NOUN,O
5035,305,52,NUM,O
5036,305,",",PUNCT,O
5037,305,platelets,NOUN,O
5038,305,439,NUM,O
5039,305,.,PUNCT,O
5040,306,05-11-,NUM,O
5041,306,Urine,PROPN,B
5042,306,culture,NOUN,I
5043,306,:,PUNCT,O
5044,306,no,DET,O
5045,306,growth,NOUN,B
5046,306,(,PUNCT,O
5047,306,final,ADJ,O
5048,306,),PUNCT,O
5049,307,11,X,O
5050,307,Mesalamine,PROPN,O
5051,307,400,NUM,O
5052,307,mg,NOUN,O
5053,307,Tablet,PROPN,O
5054,307,",",PUNCT,O
5055,307,Delayed,VERB,O
5056,307,Release,PROPN,O
5057,307,(,PUNCT,O
5058,307,E.C.,PROPN,O
5059,307,),PUNCT,O
5060,307,Sig,NOUN,O
5061,307,:,PUNCT,O
5062,307,Three,NUM,O
5063,307,(,PUNCT,O
5064,307,3,NUM,O
5065,307,),PUNCT,O
5066,307,Tablet,PROPN,O
5067,307,",",PUNCT,O
5068,307,Delayed,VERB,O
5069,307,Release,PROPN,O
5070,307,(,PUNCT,O
5071,307,E.C.,PROPN,O
5072,307,),PUNCT,O
5073,307,PO,PROPN,O
5074,307,TID,PROPN,O
5075,307,(,PUNCT,O
5076,307,3,NUM,O
5077,307,times,NOUN,O
5078,307,a,DET,O
5079,307,day,NOUN,O
5080,307,),PUNCT,O
5081,307,as,ADP,O
5082,307,needed,VERB,O
5083,307,for,ADP,O
5084,307,ulcerative,ADJ,B
5085,307,colitis,NOUN,I
5086,307,w/o,ADP,O
5087,307,recent,ADJ,O
5088,307,severe,ADJ,B
5089,307,flares,NOUN,I
5090,307,.,PUNCT,O
5091,310,At,ADP,O
5092,310,that,DET,O
5093,310,time,NOUN,O
5094,310,",",PUNCT,O
5095,310,tumor,NOUN,B
5096,310,was,AUX,O
5097,310,found,VERB,O
5098,310,to,PART,O
5099,310,be,AUX,O
5100,310,studding,VERB,B
5101,310,on,ADP,O
5102,310,the,DET,O
5103,310,right,ADJ,O
5104,310,diaphragm,NOUN,O
5105,310,",",PUNCT,O
5106,310,gross,ADJ,O
5107,310,tumor,NOUN,O
5108,310,in,ADP,O
5109,310,the,DET,O
5110,310,omentum,NOUN,O
5111,310,and,CCONJ,O
5112,310,large,ADJ,O
5113,310,bowel,NOUN,O
5114,310,",",PUNCT,O
5115,310,tumor,NOUN,O
5116,310,through,ADP,O
5117,310,the,DET,O
5118,310,uterine,ADJ,O
5119,310,serosa,NOUN,O
5120,310,.,PUNCT,O
5121,311,78,NUM,O
5122,311,M,NOUN,O
5123,311,w/,PROPN,O
5124,311,longstanding,ADJ,O
5125,311,CAD,PROPN,O
5126,311,s,PART,O
5127,311,/,SYM,O
5128,311,p,NOUN,O
5129,311,CABG,PROPN,O
5130,311,'97,NUM,O
5131,311,",",PUNCT,O
5132,311,had,AUX,O
5133,311,PPM,PROPN,O
5134,311,and,CCONJ,O
5135,311,AICD,PROPN,B
5136,311,placed,VERB,O
5137,311,in,ADP,O
5138,311,'02,NUM,O
5139,311,after,ADP,O
5140,311,admitted,VERB,O
5141,311,for,ADP,O
5142,311,presyncope,NOUN,O
5143,311,and,CCONJ,O
5144,311,found,VERB,O
5145,311,to,PART,O
5146,311,have,VERB,O
5147,311,inducible,ADJ,B
5148,311,VT,PROPN,O
5149,311,.,PUNCT,O
5150,312,The,DET,O
5151,312,patient,NOUN,O
5152,312,was,AUX,O
5153,312,ultimately,ADV,O
5154,312,discharged,VERB,O
5155,312,on,ADP,O
5156,312,postoperative,ADJ,O
5157,312,day,NOUN,O
5158,312,number,NOUN,O
5159,312,16,NUM,O
5160,312,",",PUNCT,O
5161,312,tolerating,VERB,O
5162,312,a,DET,O
5163,312,regular,ADJ,O
5164,312,diet,NOUN,O
5165,312,",",PUNCT,O
5166,312,and,CCONJ,O
5167,312,adequate,ADJ,O
5168,312,pain,NOUN,O
5169,312,control,NOUN,O
5170,312,on,ADP,O
5171,312,p.o.,PROPN,B
5172,312,pain,NOUN,I
5173,312,medications,NOUN,I
5174,312,",",PUNCT,O
5175,312,having,VERB,O
5176,312,no,DET,O
5177,312,anginal,ADJ,B
5178,312,symptoms,NOUN,I
5179,312,and,CCONJ,O
5180,312,with,ADP,O
5181,312,an,DET,O
5182,312,INR,PROPN,O
5183,312,of,ADP,O
5184,312,2,NUM,O
5185,312,.,PUNCT,O
5186,315,A,DET,O
5187,315,CT,PROPN,O
5188,315,abd,PROPN,O
5189,315,showed,VERB,O
5190,315,8mm,ADJ,O
5191,315,obstructing,VERB,O
5192,315,stone,NOUN,O
5193,315,",",PUNCT,O
5194,315,hydro,NOUN,B
5195,315,with,ADP,O
5196,315,stranding,VERB,B
5197,315,consistent,ADJ,O
5198,315,with,ADP,O
5199,315,pylonephritis,NOUN,O
5200,315,.,PUNCT,O
5201,316,The,DET,O
5202,316,differential,NOUN,O
5203,316,showed,VERB,O
5204,316,45,NUM,O
5205,316,polys,NOUN,O
5206,316,",",PUNCT,O
5207,316,6,NUM,O
5208,316,bands,NOUN,O
5209,316,",",PUNCT,O
5210,316,8,NUM,O
5211,316,lymphs,NOUN,O
5212,316,",",PUNCT,O
5213,316,32,NUM,O
5214,316,monos,NOUN,O
5215,316,.,PUNCT,O
5216,317,End-stage,ADJ,B
5217,317,cirrhosis,NOUN,I
5218,317,with,ADP,O
5219,317,refractory,ADJ,B
5220,317,ascites,NOUN,I
5221,317,.,PUNCT,O
5222,318,NEUTS,PROPN,O
5223,318,-,PUNCT,O
5224,318,86.1,NUM,O
5225,318,*,PUNCT,O
5226,318,LYMPHS,PROPN,O
5227,318,-,SYM,O
5228,318,5.4,NUM,O
5229,318,*,PUNCT,O
5230,318,MONOS,PROPN,O
5231,318,-,PUNCT,O
5232,318,5.7,NUM,O
5233,318,EOS,PROPN,O
5234,318,-,PUNCT,O
5235,318,2.2,NUM,O
5236,318,BASOS,PROPN,O
5237,318,-,PUNCT,O
5238,318,0.6,NUM,O
5239,319,She,PRON,O
5240,319,was,AUX,O
5241,319,intubated,VERB,O
5242,319,for,ADP,O
5243,319,this,DET,O
5244,319,hypoxia,NOUN,O
5245,319,and,CCONJ,O
5246,319,treated,VERB,O
5247,319,with,ADP,O
5248,319,lasix,PROPN,O
5249,319,",",PUNCT,O
5250,319,metoprolol,NOUN,O
5251,319,",",PUNCT,O
5252,319,and,CCONJ,O
5253,319,diltiazem,NOUN,O
5254,319,.,PUNCT,O
5255,320,He,PRON,O
5256,320,was,AUX,O
5257,320,given,VERB,O
5258,320,lopressor,NOUN,O
5259,320,5,NUM,O
5260,320,mg,NOUN,O
5261,320,x,SYM,O
5262,320,2,NUM,O
5263,320,(,PUNCT,O
5264,320,3rd,ADJ,O
5265,320,dose,NOUN,O
5266,320,given,VERB,O
5267,320,by,ADP,O
5268,320,medflight,NOUN,O
5269,320,",",PUNCT,O
5270,320,5,NUM,O
5271,320,mg,NOUN,O
5272,320,morphine,NOUN,O
5273,320,",",PUNCT,O
5274,320,ativan,PROPN,O
5275,320,",",PUNCT,O
5276,320,nitro,X,O
5277,320,gtt,NOUN,O
5278,320,",",PUNCT,O
5279,320,heparin,NOUN,O
5280,320,",",PUNCT,O
5281,320,and,CCONJ,O
5282,320,integrillin,NOUN,O
5283,320,.,PUNCT,O
5284,321,22-04-2014,NUM,O
5285,321,07:10,NUM,O
5286,321,AM,PROPN,O
5287,321,BLOOD,NOUN,O
5288,321,WBC,PROPN,O
5289,321,-,PUNCT,O
5290,321,6.5,NUM,O
5291,321,RBC,PROPN,O
5292,321,-,PUNCT,O
5293,321,2.89,NUM,O
5294,321,*,PUNCT,O
5295,321,Hgb,PROPN,O
5296,321,-,PUNCT,O
5297,321,9.3,NUM,O
5298,321,*,PUNCT,O
5299,321,Hct,PROPN,O
5300,321,-,PUNCT,O
5301,321,26.4,NUM,O
5302,321,*,PUNCT,O
5303,321,MCV,PROPN,O
5304,321,-,PUNCT,O
5305,321,92,NUM,O
5306,321,MCH,PROPN,O
5307,321,-,PUNCT,O
5308,321,32.3,NUM,O
5309,321,*,PUNCT,O
5310,321,MCHC,PROPN,O
5311,321,-,PUNCT,O
5312,321,35.2,NUM,O
5313,321,*,PUNCT,O
5314,321,RDW,PROPN,O
5315,321,-,PUNCT,O
5316,321,13.8,NUM,O
5317,321,Plt,PROPN,O
5318,321,Ct,PROPN,O
5319,321,-,PUNCT,O
5320,321,155,NUM,O
5321,322,He,PRON,O
5322,322,was,AUX,O
5323,322,intubated,VERB,O
5324,322,with,ADP,O
5325,322,multiple,ADJ,B
5326,322,abrasions,NOUN,I
5327,322,",",PUNCT,O
5328,322,and,CCONJ,O
5329,322,severe,ADJ,O
5330,322,swelling,NOUN,O
5331,322,and,CCONJ,O
5332,322,contusions,NOUN,B
5333,322,of,ADP,I
5334,322,his,PRON,I
5335,322,face,NOUN,I
5336,322,.,PUNCT,O
5337,323,A,DET,O
5338,323,single,ADJ,O
5339,323,blood,NOUN,O
5340,323,culture,NOUN,O
5341,323,positive,ADJ,O
5342,323,for,ADP,O
5343,323,coagulase,ADJ,O
5344,323,negative,ADJ,O
5345,323,Staphylococcus,PROPN,O
5346,323,was,AUX,O
5347,323,treated,VERB,O
5348,323,with,ADP,O
5349,323,a,DET,O
5350,323,course,NOUN,O
5351,323,of,ADP,O
5352,323,vancomycin,PROPN,O
5353,323,in,ADP,O
5354,323,the,DET,O
5355,323,setting,NOUN,O
5356,323,of,ADP,O
5357,323,a,DET,O
5358,323,PICC,PROPN,O
5359,323,line,NOUN,O
5360,323,and,CCONJ,O
5361,323,a,DET,O
5362,323,chest,NOUN,O
5363,323,x-ray,NOUN,O
5364,323,on,ADP,O
5365,323,November,PROPN,O
5366,323,20,NUM,O
5367,323,indicating,VERB,O
5368,323,possible,ADJ,O
5369,323,developing,VERB,B
5370,323,pneumonia,NOUN,I
5371,323,",",PUNCT,O
5372,323,resulted,VERB,O
5373,323,in,ADP,O
5374,323,a,DET,O
5375,323,course,NOUN,O
5376,323,of,ADP,O
5377,323,levofloxacin,PROPN,B
5378,323,",",PUNCT,O
5379,323,for,ADP,O
5380,323,both,CCONJ,O
5381,323,possible,ADJ,O
5382,323,pneumonia,NOUN,O
5383,323,",",PUNCT,O
5384,323,as,ADV,O
5385,323,well,ADV,O
5386,323,as,ADP,O
5387,323,treatment,NOUN,O
5388,323,of,ADP,O
5389,323,any,DET,O
5390,323,bacterial,ADJ,O
5391,323,superinfection,NOUN,O
5392,323,of,ADP,O
5393,323,Acanthamoeba,PROPN,O
5394,323,sinusitis,NOUN,O
5395,323,.,PUNCT,O
5396,326,07-04-2019,NUM,O
5397,326,11:00,NUM,O
5398,326,AM,PROPN,O
5399,326,BLOOD,NOUN,O
5400,326,WBC,PROPN,O
5401,326,-,PUNCT,O
5402,326,4.4,NUM,O
5403,326,RBC,PROPN,O
5404,326,-,PUNCT,O
5405,326,2.34,NUM,O
5406,326,*#,PUNCT,O
5407,326,Hgb,PROPN,O
5408,326,-,PUNCT,O
5409,326,7.5,NUM,O
5410,326,*,PUNCT,O
5411,326,Hct,PROPN,O
5412,326,-,PUNCT,O
5413,326,21.2,NUM,O
5414,326,*#,NUM,O
5415,326,MCV,PROPN,O
5416,326,-,PUNCT,O
5417,326,91,NUM,O
5418,326,MCH,PROPN,O
5419,326,-,PUNCT,O
5420,326,32.1,NUM,O
5421,326,*,PUNCT,O
5422,326,MCHC,PROPN,O
5423,326,-,PUNCT,O
5424,326,35.4,NUM,O
5425,326,*,PUNCT,O
5426,326,RDW,PROPN,O
5427,326,-,PUNCT,O
5428,326,14.5,NUM,O
5429,326,Plt,PROPN,O
5430,326,Ct,PROPN,O
5431,326,-,PUNCT,O
5432,326,94,NUM,O
5433,326,*,PUNCT,O
5434,327,A,DET,O
5435,327,CT,PROPN,O
5436,327,abd,PROPN,O
5437,327,showed,VERB,O
5438,327,8mm,ADJ,B
5439,327,obstructing,VERB,I
5440,327,stone,NOUN,I
5441,327,",",PUNCT,O
5442,327,hydro,NOUN,O
5443,327,with,ADP,O
5444,327,stranding,VERB,B
5445,327,consistent,ADJ,O
5446,327,with,ADP,O
5447,327,pylonephritis,NOUN,O
5448,327,.,PUNCT,O
5449,330,BLOOD,NOUN,O
5450,330,-,PUNCT,O
5451,330,LG,PROPN,O
5452,330,NITRITE,PROPN,O
5453,330,-,PUNCT,O
5454,330,NEG,PROPN,O
5455,330,PROTEIN,NOUN,O
5456,330,-,PUNCT,O
5457,330,NEG,PROPN,O
5458,330,GLUCOSE,PROPN,O
5459,330,-,PUNCT,O
5460,330,250,NUM,O
5461,330,KETONE,PROPN,O
5462,330,-,PUNCT,O
5463,330,NEG,PROPN,O
5464,330,BILIRUBIN,PROPN,O
5465,330,-,PUNCT,O
5466,330,NEG,PROPN,O
5467,330,UROBILNGN,PROPN,O
5468,330,-,PUNCT,O
5469,330,NEG,PROPN,O
5470,330,PH,PROPN,O
5471,330,-,PUNCT,O
5472,330,6.5,NUM,O
5473,334,There,PRON,O
5474,334,were,AUX,O
5475,334,bibasilar,ADJ,O
5476,334,rales,NOUN,O
5477,334,with,ADP,O
5478,334,some,DET,O
5479,334,wheezing,NOUN,O
5480,334,.,PUNCT,O
5481,335,Wife,NOUN,O
5482,335,denies,VERB,O
5483,335,any,DET,O
5484,335,recent,ADJ,O
5485,335,bleeding,NOUN,O
5486,335,",",PUNCT,O
5487,335,surgeries,NOUN,O
5488,335,",",PUNCT,O
5489,335,or,CCONJ,O
5490,335,upper,ADJ,O
5491,335,respiratory,ADJ,O
5492,335,infection,NOUN,O
5493,335,.,PUNCT,O
5494,336,The,DET,O
5495,336,patient,NOUN,O
5496,336,was,AUX,O
5497,336,treated,VERB,O
5498,336,with,ADP,O
5499,336,Tylenol,PROPN,O
5500,336,orally,ADV,O
5501,336,as,ADV,O
5502,336,well,ADV,O
5503,336,as,ADP,O
5504,336,Ativan,PROPN,B
5505,336,for,ADP,O
5506,336,anxiety,NOUN,B
5507,336,that,DET,O
5508,336,she,PRON,O
5509,336,had,VERB,O
5510,336,about,ADP,O
5511,336,going,VERB,O
5512,336,home,ADV,O
5513,336,.,PUNCT,O
5514,337,He,PRON,O
